CHAVE_PRESTADOR;GRUPO
550163097;INTERCÂMBIO
550163108;INTERCÂMBIO
550166133;INTERCÂMBIO
550166144;INTERCÂMBIO
550166155;INTERCÂMBIO
550166166;INTERCÂMBIO
550166177;INTERCÂMBIO
550166364;INTERCÂMBIO
550166375;INTERCÂMBIO
550166386;INTERCÂMBIO
56496;CLINICA-TERAPIAS
45177;CLINICAS
100243;NÃO-COOPERADOS
550159137;INTERCÂMBIO
550159148;INTERCÂMBIO
550159159;INTERCÂMBIO
550162063;INTERCÂMBIO
550162074;INTERCÂMBIO
550162085;INTERCÂMBIO
550169884;INTERCÂMBIO
550169895;INTERCÂMBIO
550169906;INTERCÂMBIO
550172502;INTERCÂMBIO
550201234;INTERCÂMBIO
550201245;INTERCÂMBIO
550201256;INTERCÂMBIO
550201267;INTERCÂMBIO
550201278;INTERCÂMBIO
550201289;INTERCÂMBIO
550201300;INTERCÂMBIO
550201311;INTERCÂMBIO
550201322;INTERCÂMBIO
550201333;INTERCÂMBIO
550201344;INTERCÂMBIO
550201355;INTERCÂMBIO
550201366;INTERCÂMBIO
550201377;INTERCÂMBIO
550201388;INTERCÂMBIO
550201399;INTERCÂMBIO
550201410;INTERCÂMBIO
550201421;INTERCÂMBIO
550201432;INTERCÂMBIO
550201443;INTERCÂMBIO
550201454;INTERCÂMBIO
550201465;INTERCÂMBIO
550201476;INTERCÂMBIO
550201487;INTERCÂMBIO
550201498;INTERCÂMBIO
550201509;INTERCÂMBIO
550201520;INTERCÂMBIO
550201531;INTERCÂMBIO
550204226;INTERCÂMBIO
550204237;INTERCÂMBIO
550204248;INTERCÂMBIO
550204259;INTERCÂMBIO
550204270;INTERCÂMBIO
550204281;INTERCÂMBIO
550204292;INTERCÂMBIO
550204303;INTERCÂMBIO
550204314;INTERCÂMBIO
550204325;INTERCÂMBIO
550204336;INTERCÂMBIO
550204347;INTERCÂMBIO
550204358;INTERCÂMBIO
550204369;INTERCÂMBIO
550204380;INTERCÂMBIO
550204391;INTERCÂMBIO
550204402;INTERCÂMBIO
550204413;INTERCÂMBIO
550204424;INTERCÂMBIO
550204435;INTERCÂMBIO
550204446;INTERCÂMBIO
550204457;INTERCÂMBIO
550204468;INTERCÂMBIO
550204479;INTERCÂMBIO
550204490;INTERCÂMBIO
550204501;INTERCÂMBIO
550204512;INTERCÂMBIO
550204523;INTERCÂMBIO
550204534;INTERCÂMBIO
550204545;INTERCÂMBIO
550204556;INTERCÂMBIO
550204567;INTERCÂMBIO
550204578;INTERCÂMBIO
550204589;INTERCÂMBIO
550204600;INTERCÂMBIO
550204611;INTERCÂMBIO
550204622;INTERCÂMBIO
550204633;INTERCÂMBIO
550204644;INTERCÂMBIO
550204655;INTERCÂMBIO
550204666;INTERCÂMBIO
550204677;INTERCÂMBIO
550166782;INTERCÂMBIO
550166793;INTERCÂMBIO
550166804;INTERCÂMBIO
550169587;INTERCÂMBIO
550182413;INTERCÂMBIO
550182424;INTERCÂMBIO
550182435;INTERCÂMBIO
550182446;INTERCÂMBIO
550182457;INTERCÂMBIO
550182468;INTERCÂMBIO
550182479;INTERCÂMBIO
550182490;INTERCÂMBIO
550182501;INTERCÂMBIO
550182512;INTERCÂMBIO
550182523;INTERCÂMBIO
550182534;INTERCÂMBIO
550182545;INTERCÂMBIO
550182556;INTERCÂMBIO
550182567;INTERCÂMBIO
550182578;INTERCÂMBIO
550182589;INTERCÂMBIO
550182600;INTERCÂMBIO
550182611;INTERCÂMBIO
550182622;INTERCÂMBIO
550182633;INTERCÂMBIO
550182644;INTERCÂMBIO
550182655;INTERCÂMBIO
550182666;INTERCÂMBIO
550182677;INTERCÂMBIO
550182688;INTERCÂMBIO
550182699;INTERCÂMBIO
550182710;INTERCÂMBIO
550182721;INTERCÂMBIO
550182732;INTERCÂMBIO
550182743;INTERCÂMBIO
550182754;INTERCÂMBIO
550182765;INTERCÂMBIO
550182776;INTERCÂMBIO
550182787;INTERCÂMBIO
550182798;INTERCÂMBIO
100254;NÃO-COOPERADOS
550169521;INTERCÂMBIO
550169532;INTERCÂMBIO
45210;CLINICAS
56507;CLINICA-TERAPIAS
550169708;INTERCÂMBIO
550169719;INTERCÂMBIO
550169939;INTERCÂMBIO
550172018;INTERCÂMBIO
550172029;INTERCÂMBIO
550172040;INTERCÂMBIO
550172095;INTERCÂMBIO
550172106;INTERCÂMBIO
550172117;INTERCÂMBIO
550172128;INTERCÂMBIO
550172194;INTERCÂMBIO
550172205;INTERCÂMBIO
550172216;INTERCÂMBIO
550174570;INTERCÂMBIO
550174581;INTERCÂMBIO
550174592;INTERCÂMBIO
550174603;INTERCÂMBIO
550174614;INTERCÂMBIO
550174746;INTERCÂMBIO
550174757;INTERCÂMBIO
550174768;INTERCÂMBIO
550174779;INTERCÂMBIO
550174790;INTERCÂMBIO
550174801;INTERCÂMBIO
550174812;INTERCÂMBIO
550174823;INTERCÂMBIO
550174834;INTERCÂMBIO
550159533;INTERCÂMBIO
550159544;INTERCÂMBIO
550159555;INTERCÂMBIO
550174493;INTERCÂMBIO
550174724;INTERCÂMBIO
550174735;INTERCÂMBIO
550175637;INTERCÂMBIO
550175648;INTERCÂMBIO
550175659;INTERCÂMBIO
550175670;INTERCÂMBIO
550175681;INTERCÂMBIO
550175692;INTERCÂMBIO
550175703;INTERCÂMBIO
550175714;INTERCÂMBIO
550175725;INTERCÂMBIO
550175736;INTERCÂMBIO
550175747;INTERCÂMBIO
550175758;INTERCÂMBIO
550175769;INTERCÂMBIO
550175780;INTERCÂMBIO
550175791;INTERCÂMBIO
550175802;INTERCÂMBIO
550175813;INTERCÂMBIO
550175824;INTERCÂMBIO
550175835;INTERCÂMBIO
550175846;INTERCÂMBIO
550175857;INTERCÂMBIO
550175868;INTERCÂMBIO
550175879;INTERCÂMBIO
550175890;INTERCÂMBIO
550175901;INTERCÂMBIO
550175912;INTERCÂMBIO
550175923;INTERCÂMBIO
550175934;INTERCÂMBIO
550175945;INTERCÂMBIO
550175956;INTERCÂMBIO
550175967;INTERCÂMBIO
550175978;INTERCÂMBIO
550175989;INTERCÂMBIO
550176000;INTERCÂMBIO
550176011;INTERCÂMBIO
550166342;INTERCÂMBIO
550166353;INTERCÂMBIO
550204688;INTERCÂMBIO
550210122;INTERCÂMBIO
550210133;INTERCÂMBIO
550210144;INTERCÂMBIO
550210155;INTERCÂMBIO
550210166;INTERCÂMBIO
550210177;INTERCÂMBIO
550210188;INTERCÂMBIO
550210199;INTERCÂMBIO
550210210;INTERCÂMBIO
550210221;INTERCÂMBIO
550210232;INTERCÂMBIO
550210243;INTERCÂMBIO
550210254;INTERCÂMBIO
550210265;INTERCÂMBIO
550210276;INTERCÂMBIO
550210287;INTERCÂMBIO
550210298;INTERCÂMBIO
550210309;INTERCÂMBIO
550210320;INTERCÂMBIO
550210331;INTERCÂMBIO
550210342;INTERCÂMBIO
550210353;INTERCÂMBIO
550210364;INTERCÂMBIO
550210375;INTERCÂMBIO
550210386;INTERCÂMBIO
550210397;INTERCÂMBIO
550210408;INTERCÂMBIO
550210419;INTERCÂMBIO
550210430;INTERCÂMBIO
550210441;INTERCÂMBIO
550210452;INTERCÂMBIO
550210463;INTERCÂMBIO
550210474;INTERCÂMBIO
550210485;INTERCÂMBIO
550210496;INTERCÂMBIO
550210507;INTERCÂMBIO
550210518;INTERCÂMBIO
550210529;INTERCÂMBIO
550159368;INTERCÂMBIO
550162305;INTERCÂMBIO
550162316;INTERCÂMBIO
550172161;INTERCÂMBIO
100287;NÃO-COOPERADOS
550182809;INTERCÂMBIO
550182820;INTERCÂMBIO
550182831;INTERCÂMBIO
550182842;INTERCÂMBIO
550182853;INTERCÂMBIO
550182864;INTERCÂMBIO
550182875;INTERCÂMBIO
550182886;INTERCÂMBIO
550182897;INTERCÂMBIO
550182908;INTERCÂMBIO
550182919;INTERCÂMBIO
550182930;INTERCÂMBIO
550182941;INTERCÂMBIO
550182952;INTERCÂMBIO
550182963;INTERCÂMBIO
550182974;INTERCÂMBIO
550182985;INTERCÂMBIO
550182996;INTERCÂMBIO
550183007;INTERCÂMBIO
550183018;INTERCÂMBIO
550183029;INTERCÂMBIO
550183040;INTERCÂMBIO
550183051;INTERCÂMBIO
550183062;INTERCÂMBIO
550183073;INTERCÂMBIO
550183084;INTERCÂMBIO
550183095;INTERCÂMBIO
550183106;INTERCÂMBIO
550183117;INTERCÂMBIO
550183128;INTERCÂMBIO
550183139;INTERCÂMBIO
550183150;INTERCÂMBIO
550183161;INTERCÂMBIO
550183172;INTERCÂMBIO
550174845;INTERCÂMBIO
550175604;INTERCÂMBIO
550175615;INTERCÂMBIO
550175626;INTERCÂMBIO
550177881;INTERCÂMBIO
550178618;INTERCÂMBIO
550178629;INTERCÂMBIO
550178640;INTERCÂMBIO
550178651;INTERCÂMBIO
550178662;INTERCÂMBIO
550178673;INTERCÂMBIO
550178684;INTERCÂMBIO
550178695;INTERCÂMBIO
550178706;INTERCÂMBIO
550178717;INTERCÂMBIO
550178728;INTERCÂMBIO
550178739;INTERCÂMBIO
550178750;INTERCÂMBIO
550178761;INTERCÂMBIO
550178772;INTERCÂMBIO
550178783;INTERCÂMBIO
550178794;INTERCÂMBIO
550178805;INTERCÂMBIO
550178816;INTERCÂMBIO
550178827;INTERCÂMBIO
550178838;INTERCÂMBIO
550178849;INTERCÂMBIO
550178860;INTERCÂMBIO
550178871;INTERCÂMBIO
550178882;INTERCÂMBIO
550178893;INTERCÂMBIO
550178904;INTERCÂMBIO
550178915;INTERCÂMBIO
550178926;INTERCÂMBIO
550178937;INTERCÂMBIO
550178948;INTERCÂMBIO
550178959;INTERCÂMBIO
550178970;INTERCÂMBIO
550178981;INTERCÂMBIO
550178992;INTERCÂMBIO
100232;NÃO-COOPERADOS
550176044;INTERCÂMBIO
550176022;INTERCÂMBIO
550176033;INTERCÂMBIO
550176055;INTERCÂMBIO
550176066;INTERCÂMBIO
550176077;INTERCÂMBIO
550176088;INTERCÂMBIO
550176099;INTERCÂMBIO
550176110;INTERCÂMBIO
550176121;INTERCÂMBIO
550176132;INTERCÂMBIO
550176143;INTERCÂMBIO
550176154;INTERCÂMBIO
550176165;INTERCÂMBIO
550176176;INTERCÂMBIO
550176187;INTERCÂMBIO
550176198;INTERCÂMBIO
550176209;INTERCÂMBIO
550176220;INTERCÂMBIO
550176231;INTERCÂMBIO
550176242;INTERCÂMBIO
550176253;INTERCÂMBIO
550176264;INTERCÂMBIO
550176275;INTERCÂMBIO
550176286;INTERCÂMBIO
550176297;INTERCÂMBIO
550176308;INTERCÂMBIO
550176319;INTERCÂMBIO
550176330;INTERCÂMBIO
550176341;INTERCÂMBIO
550176352;INTERCÂMBIO
550176363;INTERCÂMBIO
550176374;INTERCÂMBIO
550176385;INTERCÂMBIO
550158994;INTERCÂMBIO
550162195;INTERCÂMBIO
550162206;INTERCÂMBIO
550162217;INTERCÂMBIO
550162228;INTERCÂMBIO
550162239;INTERCÂMBIO
550204699;INTERCÂMBIO
550204710;INTERCÂMBIO
550204721;INTERCÂMBIO
550204732;INTERCÂMBIO
550204743;INTERCÂMBIO
550204754;INTERCÂMBIO
550204765;INTERCÂMBIO
550204776;INTERCÂMBIO
550204787;INTERCÂMBIO
550204798;INTERCÂMBIO
550204809;INTERCÂMBIO
550204820;INTERCÂMBIO
550204831;INTERCÂMBIO
550204842;INTERCÂMBIO
550204853;INTERCÂMBIO
550204864;INTERCÂMBIO
550204875;INTERCÂMBIO
550204886;INTERCÂMBIO
550204897;INTERCÂMBIO
550204908;INTERCÂMBIO
550204919;INTERCÂMBIO
550204930;INTERCÂMBIO
550204941;INTERCÂMBIO
550204952;INTERCÂMBIO
550204963;INTERCÂMBIO
550204974;INTERCÂMBIO
550204985;INTERCÂMBIO
550204996;INTERCÂMBIO
550205007;INTERCÂMBIO
550205018;INTERCÂMBIO
550205029;INTERCÂMBIO
550205040;INTERCÂMBIO
550205051;INTERCÂMBIO
550205062;INTERCÂMBIO
550205073;INTERCÂMBIO
550162657;INTERCÂMBIO
550183183;INTERCÂMBIO
550183194;INTERCÂMBIO
550183205;INTERCÂMBIO
550183216;INTERCÂMBIO
550183227;INTERCÂMBIO
550183238;INTERCÂMBIO
550183249;INTERCÂMBIO
550183260;INTERCÂMBIO
550183271;INTERCÂMBIO
550183282;INTERCÂMBIO
550183293;INTERCÂMBIO
550183304;INTERCÂMBIO
550183315;INTERCÂMBIO
550183326;INTERCÂMBIO
550183337;INTERCÂMBIO
550183348;INTERCÂMBIO
550183359;INTERCÂMBIO
550183370;INTERCÂMBIO
550183381;INTERCÂMBIO
550183392;INTERCÂMBIO
550183403;INTERCÂMBIO
550189805;INTERCÂMBIO
550189816;INTERCÂMBIO
550189827;INTERCÂMBIO
550189838;INTERCÂMBIO
550189849;INTERCÂMBIO
550189860;INTERCÂMBIO
550189871;INTERCÂMBIO
550189882;INTERCÂMBIO
550189893;INTERCÂMBIO
550189904;INTERCÂMBIO
550189915;INTERCÂMBIO
550189926;INTERCÂMBIO
550189937;INTERCÂMBIO
550189948;INTERCÂMBIO
550189959;INTERCÂMBIO
550189970;INTERCÂMBIO
550189981;INTERCÂMBIO
550189992;INTERCÂMBIO
550190003;INTERCÂMBIO
550190014;INTERCÂMBIO
550174427;INTERCÂMBIO
550174438;INTERCÂMBIO
550174449;INTERCÂMBIO
550174460;INTERCÂMBIO
550179003;INTERCÂMBIO
550179014;INTERCÂMBIO
550179025;INTERCÂMBIO
550179036;INTERCÂMBIO
550179047;INTERCÂMBIO
550179058;INTERCÂMBIO
100342;NÃO-COOPERADOS
550180235;INTERCÂMBIO
550180939;INTERCÂMBIO
56540;CLINICA-TERAPIAS
550190333;INTERCÂMBIO
550190344;INTERCÂMBIO
550190355;INTERCÂMBIO
550190366;INTERCÂMBIO
550190377;INTERCÂMBIO
550190388;INTERCÂMBIO
550190399;INTERCÂMBIO
550190410;INTERCÂMBIO
550190421;INTERCÂMBIO
550190432;INTERCÂMBIO
550190443;INTERCÂMBIO
550190454;INTERCÂMBIO
550190465;INTERCÂMBIO
550190476;INTERCÂMBIO
550190487;INTERCÂMBIO
550190498;INTERCÂMBIO
550190509;INTERCÂMBIO
550190520;INTERCÂMBIO
550190531;INTERCÂMBIO
550190542;INTERCÂMBIO
550190553;INTERCÂMBIO
550156068;INTERCÂMBIO
550156079;INTERCÂMBIO
550156090;INTERCÂMBIO
550156101;INTERCÂMBIO
550156112;INTERCÂMBIO
550156123;INTERCÂMBIO
550156134;INTERCÂMBIO
550171897;INTERCÂMBIO
550176396;INTERCÂMBIO
550176407;INTERCÂMBIO
550176418;INTERCÂMBIO
550176429;INTERCÂMBIO
550176440;INTERCÂMBIO
550176451;INTERCÂMBIO
550176462;INTERCÂMBIO
550176473;INTERCÂMBIO
550176484;INTERCÂMBIO
550176495;INTERCÂMBIO
550176506;INTERCÂMBIO
550176517;INTERCÂMBIO
550176528;INTERCÂMBIO
550176539;INTERCÂMBIO
550176550;INTERCÂMBIO
550176561;INTERCÂMBIO
550176572;INTERCÂMBIO
550176583;INTERCÂMBIO
550176594;INTERCÂMBIO
550176605;INTERCÂMBIO
550176616;INTERCÂMBIO
56529;CLINICA-TERAPIAS
56551;NÃO-CREDENCIADO
550201542;INTERCÂMBIO
550201553;INTERCÂMBIO
550205084;INTERCÂMBIO
550205095;INTERCÂMBIO
550205106;INTERCÂMBIO
550205117;INTERCÂMBIO
550205128;INTERCÂMBIO
550205139;INTERCÂMBIO
550205150;INTERCÂMBIO
550205161;INTERCÂMBIO
550205172;INTERCÂMBIO
550205183;INTERCÂMBIO
550205194;INTERCÂMBIO
550205205;INTERCÂMBIO
550205216;INTERCÂMBIO
550205227;INTERCÂMBIO
550205238;INTERCÂMBIO
550205249;INTERCÂMBIO
550205260;INTERCÂMBIO
550205271;INTERCÂMBIO
550205282;INTERCÂMBIO
550205293;INTERCÂMBIO
550205304;INTERCÂMBIO
550205315;INTERCÂMBIO
550205326;INTERCÂMBIO
550205337;INTERCÂMBIO
550205348;INTERCÂMBIO
550205359;INTERCÂMBIO
550205370;INTERCÂMBIO
550205381;INTERCÂMBIO
550205392;INTERCÂMBIO
550205403;INTERCÂMBIO
550205414;INTERCÂMBIO
550205425;INTERCÂMBIO
550205436;INTERCÂMBIO
550205447;INTERCÂMBIO
550205458;INTERCÂMBIO
550205469;INTERCÂMBIO
550205480;INTERCÂMBIO
550205491;INTERCÂMBIO
550205502;INTERCÂMBIO
550205513;INTERCÂMBIO
550205524;INTERCÂMBIO
550205535;INTERCÂMBIO
550166672;INTERCÂMBIO
550166683;INTERCÂMBIO
550166694;INTERCÂMBIO
550169356;INTERCÂMBIO
550169730;INTERCÂMBIO
550171963;INTERCÂMBIO
550171974;INTERCÂMBIO
550171985;INTERCÂMBIO
550174680;INTERCÂMBIO
550174691;INTERCÂMBIO
550174702;INTERCÂMBIO
550174713;INTERCÂMBIO
550190025;INTERCÂMBIO
550190036;INTERCÂMBIO
550190047;INTERCÂMBIO
550190058;INTERCÂMBIO
550190069;INTERCÂMBIO
550190080;INTERCÂMBIO
550190091;INTERCÂMBIO
550190102;INTERCÂMBIO
550190113;INTERCÂMBIO
550190124;INTERCÂMBIO
550190135;INTERCÂMBIO
550190146;INTERCÂMBIO
550190157;INTERCÂMBIO
550190168;INTERCÂMBIO
550190179;INTERCÂMBIO
550190190;INTERCÂMBIO
550190201;INTERCÂMBIO
550190212;INTERCÂMBIO
550190223;INTERCÂMBIO
550190234;INTERCÂMBIO
550190245;INTERCÂMBIO
550190256;INTERCÂMBIO
550190267;INTERCÂMBIO
550190278;INTERCÂMBIO
550190289;INTERCÂMBIO
550190300;INTERCÂMBIO
550190311;INTERCÂMBIO
550190322;INTERCÂMBIO
550155859;INTERCÂMBIO
550155870;INTERCÂMBIO
550155881;INTERCÂMBIO
550155892;INTERCÂMBIO
550190564;INTERCÂMBIO
550190575;INTERCÂMBIO
550190586;INTERCÂMBIO
550190597;INTERCÂMBIO
550190608;INTERCÂMBIO
550190619;INTERCÂMBIO
550190630;INTERCÂMBIO
550190641;INTERCÂMBIO
550190652;INTERCÂMBIO
550190663;INTERCÂMBIO
550190674;INTERCÂMBIO
550190685;INTERCÂMBIO
550190696;INTERCÂMBIO
550190707;INTERCÂMBIO
550190718;INTERCÂMBIO
550190729;INTERCÂMBIO
550190740;INTERCÂMBIO
550190751;INTERCÂMBIO
550190762;INTERCÂMBIO
550190773;INTERCÂMBIO
550190784;INTERCÂMBIO
550190795;INTERCÂMBIO
550190806;INTERCÂMBIO
550190817;INTERCÂMBIO
550190828;INTERCÂMBIO
550190839;INTERCÂMBIO
550190850;INTERCÂMBIO
550190861;INTERCÂMBIO
550190872;INTERCÂMBIO
550190883;INTERCÂMBIO
550190894;INTERCÂMBIO
550190905;INTERCÂMBIO
550190916;INTERCÂMBIO
550190927;INTERCÂMBIO
550190938;INTERCÂMBIO
550190949;INTERCÂMBIO
550190960;INTERCÂMBIO
550190971;INTERCÂMBIO
550155276;INTERCÂMBIO
550155287;INTERCÂMBIO
550155298;INTERCÂMBIO
74668;COOPERADO
550159577;INTERCÂMBIO
550159588;INTERCÂMBIO
550159599;INTERCÂMBIO
550159610;INTERCÂMBIO
550162712;INTERCÂMBIO
550166188;INTERCÂMBIO
550166199;INTERCÂMBIO
550166210;INTERCÂMBIO
550166221;INTERCÂMBIO
550166232;INTERCÂMBIO
550172051;INTERCÂMBIO
550172062;INTERCÂMBIO
29843;CLINICAS
550201564;INTERCÂMBIO
550201575;INTERCÂMBIO
550201586;INTERCÂMBIO
550201597;INTERCÂMBIO
550201608;INTERCÂMBIO
550201619;INTERCÂMBIO
550201630;INTERCÂMBIO
550201641;INTERCÂMBIO
550201652;INTERCÂMBIO
550201663;INTERCÂMBIO
550201674;INTERCÂMBIO
550201685;INTERCÂMBIO
550201696;INTERCÂMBIO
550201707;INTERCÂMBIO
550201718;INTERCÂMBIO
550201729;INTERCÂMBIO
550201740;INTERCÂMBIO
550201751;INTERCÂMBIO
550201762;INTERCÂMBIO
550205546;INTERCÂMBIO
550205557;INTERCÂMBIO
550205568;INTERCÂMBIO
550205579;INTERCÂMBIO
550205590;INTERCÂMBIO
550205601;INTERCÂMBIO
550205612;INTERCÂMBIO
550205623;INTERCÂMBIO
550205634;INTERCÂMBIO
550205645;INTERCÂMBIO
550205656;INTERCÂMBIO
550205667;INTERCÂMBIO
550205678;INTERCÂMBIO
550205689;INTERCÂMBIO
550205700;INTERCÂMBIO
550205711;INTERCÂMBIO
550205722;INTERCÂMBIO
550205733;INTERCÂMBIO
550205744;INTERCÂMBIO
550205755;INTERCÂMBIO
550205766;INTERCÂMBIO
550205777;INTERCÂMBIO
550205788;INTERCÂMBIO
550205799;INTERCÂMBIO
550205810;INTERCÂMBIO
550205821;INTERCÂMBIO
550205832;INTERCÂMBIO
550205843;INTERCÂMBIO
550205854;INTERCÂMBIO
550205865;INTERCÂMBIO
550205876;INTERCÂMBIO
550205887;INTERCÂMBIO
550205898;INTERCÂMBIO
550205909;INTERCÂMBIO
550205920;INTERCÂMBIO
550205931;INTERCÂMBIO
550205942;INTERCÂMBIO
550205953;INTERCÂMBIO
550205964;INTERCÂMBIO
550205975;INTERCÂMBIO
550205986;INTERCÂMBIO
100111;NÃO-COOPERADOS
550158708;INTERCÂMBIO
550159632;INTERCÂMBIO
550159643;INTERCÂMBIO
550159654;INTERCÂMBIO
550159830;INTERCÂMBIO
550159841;INTERCÂMBIO
550159852;INTERCÂMBIO
550159863;INTERCÂMBIO
550159874;INTERCÂMBIO
550159885;INTERCÂMBIO
550159896;INTERCÂMBIO
550159907;INTERCÂMBIO
550159918;INTERCÂMBIO
550159929;INTERCÂMBIO
550159940;INTERCÂMBIO
550159951;INTERCÂMBIO
550159962;INTERCÂMBIO
550159973;INTERCÂMBIO
550159984;INTERCÂMBIO
550159995;INTERCÂMBIO
550160006;INTERCÂMBIO
550160017;INTERCÂMBIO
550160028;INTERCÂMBIO
550160039;INTERCÂMBIO
550160050;INTERCÂMBIO
550160061;INTERCÂMBIO
550160072;INTERCÂMBIO
550160083;INTERCÂMBIO
550160094;INTERCÂMBIO
550160105;INTERCÂMBIO
550160116;INTERCÂMBIO
550160127;INTERCÂMBIO
550160138;INTERCÂMBIO
550160149;INTERCÂMBIO
550160160;INTERCÂMBIO
550160171;INTERCÂMBIO
550160182;INTERCÂMBIO
550160193;INTERCÂMBIO
550160204;INTERCÂMBIO
550190982;INTERCÂMBIO
550190993;INTERCÂMBIO
550191004;INTERCÂMBIO
550191015;INTERCÂMBIO
550191026;INTERCÂMBIO
550191037;INTERCÂMBIO
550191048;INTERCÂMBIO
550191059;INTERCÂMBIO
550191070;INTERCÂMBIO
550191081;INTERCÂMBIO
550191092;INTERCÂMBIO
550191103;INTERCÂMBIO
550191114;INTERCÂMBIO
550191125;INTERCÂMBIO
550191136;INTERCÂMBIO
550191147;INTERCÂMBIO
550191158;INTERCÂMBIO
550191169;INTERCÂMBIO
550191180;INTERCÂMBIO
550191191;INTERCÂMBIO
550191202;INTERCÂMBIO
550191213;INTERCÂMBIO
550191224;INTERCÂMBIO
550191235;INTERCÂMBIO
550191246;INTERCÂMBIO
550191257;INTERCÂMBIO
550191279;INTERCÂMBIO
550191290;INTERCÂMBIO
550191301;INTERCÂMBIO
550191312;INTERCÂMBIO
550191323;INTERCÂMBIO
550191334;INTERCÂMBIO
550191345;INTERCÂMBIO
550191356;INTERCÂMBIO
550191367;INTERCÂMBIO
550191378;INTERCÂMBIO
550191389;INTERCÂMBIO
550191400;INTERCÂMBIO
550191411;INTERCÂMBIO
550191422;INTERCÂMBIO
550191433;INTERCÂMBIO
550191444;INTERCÂMBIO
550191455;INTERCÂMBIO
56397;CLINICA-TERAPIAS
550162767;INTERCÂMBIO
550162778;INTERCÂMBIO
550162789;INTERCÂMBIO
550162800;INTERCÂMBIO
550162811;INTERCÂMBIO
550162822;INTERCÂMBIO
550162833;INTERCÂMBIO
550201773;INTERCÂMBIO
550201784;INTERCÂMBIO
550201795;INTERCÂMBIO
550201806;INTERCÂMBIO
550201817;INTERCÂMBIO
550201828;INTERCÂMBIO
550201839;INTERCÂMBIO
550201850;INTERCÂMBIO
550201861;INTERCÂMBIO
550201872;INTERCÂMBIO
550201883;INTERCÂMBIO
550201894;INTERCÂMBIO
550201905;INTERCÂMBIO
550201916;INTERCÂMBIO
550201927;INTERCÂMBIO
550201938;INTERCÂMBIO
550201949;INTERCÂMBIO
550201960;INTERCÂMBIO
550201971;INTERCÂMBIO
550201982;INTERCÂMBIO
550201993;INTERCÂMBIO
550202004;INTERCÂMBIO
550202015;INTERCÂMBIO
550202026;INTERCÂMBIO
550202037;INTERCÂMBIO
550202048;INTERCÂMBIO
550202059;INTERCÂMBIO
550202070;INTERCÂMBIO
550202081;INTERCÂMBIO
550202092;INTERCÂMBIO
550174394;INTERCÂMBIO
550174416;INTERCÂMBIO
550205997;INTERCÂMBIO
550206008;INTERCÂMBIO
550206019;INTERCÂMBIO
550206030;INTERCÂMBIO
550206041;INTERCÂMBIO
550206052;INTERCÂMBIO
550206063;INTERCÂMBIO
550206074;INTERCÂMBIO
550206085;INTERCÂMBIO
550206096;INTERCÂMBIO
550206107;INTERCÂMBIO
550206118;INTERCÂMBIO
550206129;INTERCÂMBIO
550206140;INTERCÂMBIO
550206151;INTERCÂMBIO
550206162;INTERCÂMBIO
550206173;INTERCÂMBIO
550206184;INTERCÂMBIO
550206195;INTERCÂMBIO
550206206;INTERCÂMBIO
550206217;INTERCÂMBIO
550206228;INTERCÂMBIO
550206239;INTERCÂMBIO
550206250;INTERCÂMBIO
550206261;INTERCÂMBIO
550206272;INTERCÂMBIO
550206283;INTERCÂMBIO
550206294;INTERCÂMBIO
550206305;INTERCÂMBIO
550206316;INTERCÂMBIO
550206327;INTERCÂMBIO
550206338;INTERCÂMBIO
550206349;INTERCÂMBIO
550206360;INTERCÂMBIO
550206371;INTERCÂMBIO
550206382;INTERCÂMBIO
550206393;INTERCÂMBIO
550206404;INTERCÂMBIO
550156354;INTERCÂMBIO
550156365;INTERCÂMBIO
550156376;INTERCÂMBIO
550156387;INTERCÂMBIO
550156398;INTERCÂMBIO
550156409;INTERCÂMBIO
550156420;INTERCÂMBIO
550156431;INTERCÂMBIO
550156442;INTERCÂMBIO
550156453;INTERCÂMBIO
550156464;INTERCÂMBIO
550156475;INTERCÂMBIO
550156486;INTERCÂMBIO
550156497;INTERCÂMBIO
550156508;INTERCÂMBIO
550156519;INTERCÂMBIO
550156530;INTERCÂMBIO
550156541;INTERCÂMBIO
550156552;INTERCÂMBIO
550156563;INTERCÂMBIO
550156574;INTERCÂMBIO
550156585;INTERCÂMBIO
550156596;INTERCÂMBIO
550156607;INTERCÂMBIO
550156629;INTERCÂMBIO
550156640;INTERCÂMBIO
550156651;INTERCÂMBIO
550156662;INTERCÂMBIO
550156673;INTERCÂMBIO
550156684;INTERCÂMBIO
550156695;INTERCÂMBIO
550156706;INTERCÂMBIO
550156717;INTERCÂMBIO
550156728;INTERCÂMBIO
550156739;INTERCÂMBIO
550156750;INTERCÂMBIO
550156761;INTERCÂMBIO
550156772;INTERCÂMBIO
550156783;INTERCÂMBIO
550156794;INTERCÂMBIO
550156805;INTERCÂMBIO
550156816;INTERCÂMBIO
550156827;INTERCÂMBIO
550191466;INTERCÂMBIO
550191477;INTERCÂMBIO
550191488;INTERCÂMBIO
550191499;INTERCÂMBIO
550191510;INTERCÂMBIO
550191521;INTERCÂMBIO
550191532;INTERCÂMBIO
550191543;INTERCÂMBIO
550194282;INTERCÂMBIO
550194645;INTERCÂMBIO
550194667;INTERCÂMBIO
550194678;INTERCÂMBIO
550194689;INTERCÂMBIO
550194700;INTERCÂMBIO
550194711;INTERCÂMBIO
