CHAVE_PRESTADOR;GRUPO
550013508;INTERCÂMBIO
550014234;INTERCÂMBIO
550014278;INTERCÂMBIO
550015653;INTERCÂMBIO
550015763;INTERCÂMBIO
550015873;INTERCÂMBIO
550015906;INTERCÂMBIO
550015928;INTERCÂMBIO
550016060;INTERCÂMBIO
550016093;INTERCÂMBIO
550016126;INTERCÂMBIO
550016148;INTERCÂMBIO
550016203;INTERCÂMBIO
550016214;INTERCÂMBIO
550016247;INTERCÂMBIO
550016269;INTERCÂMBIO
550016302;INTERCÂMBIO
550016335;INTERCÂMBIO
550016786;INTERCÂMBIO
550016808;INTERCÂMBIO
550016841;INTERCÂMBIO
550016874;INTERCÂMBIO
550117381;INTERCÂMBIO
550117392;INTERCÂMBIO
550117403;INTERCÂMBIO
550117414;INTERCÂMBIO
550117425;INTERCÂMBIO
550117436;INTERCÂMBIO
550117524;INTERCÂMBIO
550012892;INTERCÂMBIO
550012903;INTERCÂMBIO
550012914;INTERCÂMBIO
550012925;INTERCÂMBIO
550012947;INTERCÂMBIO
550012980;INTERCÂMBIO
550013530;INTERCÂMBIO
550014751;INTERCÂMBIO
550015972;INTERCÂMBIO
550016005;INTERCÂMBIO
550016038;INTERCÂMBIO
550016357;INTERCÂMBIO
550016390;INTERCÂMBIO
550016423;INTERCÂMBIO
550016456;INTERCÂMBIO
550016478;INTERCÂMBIO
550016511;INTERCÂMBIO
550016544;INTERCÂMBIO
550016577;INTERCÂMBIO
550016610;INTERCÂMBIO
550016632;INTERCÂMBIO
550016665;INTERCÂMBIO
550016698;INTERCÂMBIO
550016731;INTERCÂMBIO
550016753;INTERCÂMBIO
550105402;INTERCÂMBIO
550105413;INTERCÂMBIO
23177;COOPERADO
550013002;INTERCÂMBIO
550013035;INTERCÂMBIO
550013068;INTERCÂMBIO
550013090;INTERCÂMBIO
550013123;INTERCÂMBIO
550013145;INTERCÂMBIO
550014157;INTERCÂMBIO
550014179;INTERCÂMBIO
550014212;INTERCÂMBIO
550014366;INTERCÂMBIO
550014388;INTERCÂMBIO
550014421;INTERCÂMBIO
550014443;INTERCÂMBIO
550014476;INTERCÂMBIO
550014498;INTERCÂMBIO
550014520;INTERCÂMBIO
550014553;INTERCÂMBIO
550014795;INTERCÂMBIO
550014828;INTERCÂMBIO
550014872;INTERCÂMBIO
550014883;INTERCÂMBIO
550014927;INTERCÂMBIO
550014949;INTERCÂMBIO
550014971;INTERCÂMBIO
550015004;INTERCÂMBIO
550012309;INTERCÂMBIO
550013431;INTERCÂMBIO
550013420;INTERCÂMBIO
550013486;INTERCÂMBIO
550013497;INTERCÂMBIO
550014311;INTERCÂMBIO
550014564;INTERCÂMBIO
550014586;INTERCÂMBIO
550014619;INTERCÂMBIO
550014663;INTERCÂMBIO
550014707;INTERCÂMBIO
550014729;INTERCÂMBIO
550015037;INTERCÂMBIO
550015070;INTERCÂMBIO
550015180;INTERCÂMBIO
550015202;INTERCÂMBIO
550015235;INTERCÂMBIO
550015290;INTERCÂMBIO
24640;CLINICA-TERAPIAS
30063;LABORATORIOS
550015554;INTERCÂMBIO
550015565;INTERCÂMBIO
550015587;INTERCÂMBIO
550015620;INTERCÂMBIO
550012331;INTERCÂMBIO
550013178;INTERCÂMBIO
550013189;INTERCÂMBIO
550013200;INTERCÂMBIO
550013233;INTERCÂMBIO
550013255;INTERCÂMBIO
550013288;INTERCÂMBIO
550013321;INTERCÂMBIO
550013354;INTERCÂMBIO
550013376;INTERCÂMBIO
550013409;INTERCÂMBIO
550013563;INTERCÂMBIO
550013596;INTERCÂMBIO
550013618;INTERCÂMBIO
550013662;INTERCÂMBIO
550013673;INTERCÂMBIO
550013706;INTERCÂMBIO
550013904;INTERCÂMBIO
550013926;INTERCÂMBIO
550013959;INTERCÂMBIO
2945470;NÃO-CREDENCIADO
2945481;CREDENCIADO
550015774;INTERCÂMBIO
99748;NÃO-COOPERADOS
550135102;INTERCÂMBIO
550135113;INTERCÂMBIO
550135124;INTERCÂMBIO
550012342;INTERCÂMBIO
550012353;INTERCÂMBIO
550012386;INTERCÂMBIO
550012408;INTERCÂMBIO
550012452;INTERCÂMBIO
550012474;INTERCÂMBIO
550012507;INTERCÂMBIO
550012529;INTERCÂMBIO
550012562;INTERCÂMBIO
550012595;INTERCÂMBIO
550012628;INTERCÂMBIO
550012650;INTERCÂMBIO
550012683;INTERCÂMBIO
550012716;INTERCÂMBIO
550012727;INTERCÂMBIO
550012760;INTERCÂMBIO
550012782;INTERCÂMBIO
550012815;INTERCÂMBIO
550012848;INTERCÂMBIO
550012881;INTERCÂMBIO
550014905;INTERCÂMBIO
550015092;INTERCÂMBIO
550015125;INTERCÂMBIO
550015323;INTERCÂMBIO
550103268;INTERCÂMBIO
550103279;INTERCÂMBIO
550103818;INTERCÂMBIO
550103829;INTERCÂMBIO
550103840;INTERCÂMBIO
550103884;INTERCÂMBIO
550104742;INTERCÂMBIO
550018018;INTERCÂMBIO
550018051;INTERCÂMBIO
550018106;INTERCÂMBIO
550018139;INTERCÂMBIO
550018161;INTERCÂMBIO
550018194;INTERCÂMBIO
550018227;INTERCÂMBIO
550018238;INTERCÂMBIO
550018249;INTERCÂMBIO
550018260;INTERCÂMBIO
550018282;INTERCÂMBIO
550018304;INTERCÂMBIO
550018326;INTERCÂMBIO
550018359;INTERCÂMBIO
550018392;INTERCÂMBIO
550018425;INTERCÂMBIO
550018447;INTERCÂMBIO
550018480;INTERCÂMBIO
550018502;INTERCÂMBIO
550018535;INTERCÂMBIO
550018568;INTERCÂMBIO
550018634;INTERCÂMBIO
550018876;INTERCÂMBIO
550018909;INTERCÂMBIO
550018942;INTERCÂMBIO
550016896;INTERCÂMBIO
550016907;INTERCÂMBIO
24651;CLINICA-TERAPIAS
550131153;INTERCÂMBIO
24662;CLINICA-TERAPIAS
550017655;INTERCÂMBIO
550017666;INTERCÂMBIO
550017677;INTERCÂMBIO
550017688;INTERCÂMBIO
550017699;INTERCÂMBIO
550017732;INTERCÂMBIO
550017776;INTERCÂMBIO
550018612;INTERCÂMBIO
550018678;INTERCÂMBIO
550018722;INTERCÂMBIO
550018744;INTERCÂMBIO
550018777;INTERCÂMBIO
550018810;INTERCÂMBIO
550018843;INTERCÂMBIO
550018865;INTERCÂMBIO
550018953;INTERCÂMBIO
550019195;INTERCÂMBIO
550019228;INTERCÂMBIO
550019261;INTERCÂMBIO
550131164;INTERCÂMBIO
550131175;INTERCÂMBIO
550131186;INTERCÂMBIO
550131197;INTERCÂMBIO
550131208;INTERCÂMBIO
550131263;INTERCÂMBIO
550016929;INTERCÂMBIO
550017347;INTERCÂMBIO
550017369;INTERCÂMBIO
550017402;INTERCÂMBIO
550017435;INTERCÂMBIO
550017479;INTERCÂMBIO
550017501;INTERCÂMBIO
550017534;INTERCÂMBIO
550018964;INTERCÂMBIO
550018997;INTERCÂMBIO
550019019;INTERCÂMBIO
550019052;INTERCÂMBIO
550019085;INTERCÂMBIO
550019118;INTERCÂMBIO
550019162;INTERCÂMBIO
550019602;INTERCÂMBIO
550019635;INTERCÂMBIO
550019679;INTERCÂMBIO
550019690;INTERCÂMBIO
550020768;INTERCÂMBIO
550020779;INTERCÂMBIO
550020790;INTERCÂMBIO
550020801;INTERCÂMBIO
550020834;INTERCÂMBIO
550020856;INTERCÂMBIO
550017017;INTERCÂMBIO
550017050;INTERCÂMBIO
550017094;INTERCÂMBIO
550017149;INTERCÂMBIO
550017798;UNIMEDS
550017831;INTERCÂMBIO
550017864;INTERCÂMBIO
550017886;INTERCÂMBIO
550017919;INTERCÂMBIO
550017952;INTERCÂMBIO
550017985;INTERCÂMBIO
550017996;INTERCÂMBIO
550020669;INTERCÂMBIO
550021505;INTERCÂMBIO
550021527;INTERCÂMBIO
550021538;INTERCÂMBIO
550021549;INTERCÂMBIO
550021560;INTERCÂMBIO
550021582;INTERCÂMBIO
550021604;INTERCÂMBIO
550021637;INTERCÂMBIO
550021670;INTERCÂMBIO
550021703;INTERCÂMBIO
550021714;INTERCÂMBIO
550069806;INTERCÂMBIO
550016951;INTERCÂMBIO
550016984;INTERCÂMBIO
550017006;INTERCÂMBIO
550017556;INTERCÂMBIO
550017600;INTERCÂMBIO
550017633;INTERCÂMBIO
66000;CLINICA-TERAPIAS
550019140;INTERCÂMBIO
2945492;CLINICA-TERAPIAS
24684;CLINICA-TERAPIAS
550019712;INTERCÂMBIO
550019723;INTERCÂMBIO
550019745;INTERCÂMBIO
550019767;INTERCÂMBIO
550019789;INTERCÂMBIO
550019822;INTERCÂMBIO
550019855;INTERCÂMBIO
550020988;INTERCÂMBIO
550021021;INTERCÂMBIO
550021054;INTERCÂMBIO
550021065;INTERCÂMBIO
550021098;INTERCÂMBIO
550021131;INTERCÂMBIO
550019294;INTERCÂMBIO
550019316;INTERCÂMBIO
550019338;INTERCÂMBIO
550019360;INTERCÂMBIO
550019382;INTERCÂMBIO
550019415;INTERCÂMBIO
550019448;CLINICAS
550019481;INTERCÂMBIO
550019503;INTERCÂMBIO
550019536;INTERCÂMBIO
550019569;INTERCÂMBIO
550019877;INTERCÂMBIO
550019888;INTERCÂMBIO
550019910;INTERCÂMBIO
550019932;INTERCÂMBIO
550019965;INTERCÂMBIO
550019998;INTERCÂMBIO
550020031;INTERCÂMBIO
550020053;INTERCÂMBIO
550020097;INTERCÂMBIO
550020119;INTERCÂMBIO
550020174;INTERCÂMBIO
550020229;INTERCÂMBIO
550020251;INTERCÂMBIO
550020295;INTERCÂMBIO
550094138;INTERCÂMBIO
550094149;INTERCÂMBIO
550094160;INTERCÂMBIO
550094171;INTERCÂMBIO
550094182;INTERCÂMBIO
550094402;INTERCÂMBIO
550094413;INTERCÂMBIO
550017171;INTERCÂMBIO
550017226;INTERCÂMBIO
550017259;INTERCÂMBIO
550017281;INTERCÂMBIO
550018623;INTERCÂMBIO
550020361;INTERCÂMBIO
550020394;INTERCÂMBIO
550020416;INTERCÂMBIO
550020427;INTERCÂMBIO
550020449;INTERCÂMBIO
550020460;INTERCÂMBIO
550020559;INTERCÂMBIO
550020570;INTERCÂMBIO
550020581;INTERCÂMBIO
550020592;INTERCÂMBIO
550020603;INTERCÂMBIO
550020614;INTERCÂMBIO
550020680;INTERCÂMBIO
550020702;INTERCÂMBIO
550020757;INTERCÂMBIO
550021153;INTERCÂMBIO
550021186;INTERCÂMBIO
550021219;INTERCÂMBIO
550021285;INTERCÂMBIO
550021296;INTERCÂMBIO
550105303;INTERCÂMBIO
550105314;INTERCÂMBIO
550105325;INTERCÂMBIO
550105336;INTERCÂMBIO
550105347;INTERCÂMBIO
550105358;INTERCÂMBIO
550016819;INTERCÂMBIO
550017105;INTERCÂMBIO
24673;CLINICA-TERAPIAS
550020152;INTERCÂMBIO
550020273;INTERCÂMBIO
550020878;INTERCÂMBIO
550020889;INTERCÂMBIO
550020900;INTERCÂMBIO
550020911;INTERCÂMBIO
550020922;INTERCÂMBIO
550020933;INTERCÂMBIO
550020944;INTERCÂMBIO
550020966;INTERCÂMBIO
550020977;INTERCÂMBIO
550021252;INTERCÂMBIO
550021263;INTERCÂMBIO
550021329;INTERCÂMBIO
24706;CLINICA-TERAPIAS
550078012;INTERCÂMBIO
24695;CLINICA-TERAPIAS
550021351;INTERCÂMBIO
550021395;INTERCÂMBIO
550021406;INTERCÂMBIO
550021439;INTERCÂMBIO
550021461;INTERCÂMBIO
550103103;INTERCÂMBIO
550103499;INTERCÂMBIO
550103510;INTERCÂMBIO
550103697;INTERCÂMBIO
550103796;INTERCÂMBIO
550103807;INTERCÂMBIO
550021934;INTERCÂMBIO
550021945;INTERCÂMBIO
550021989;INTERCÂMBIO
550022022;INTERCÂMBIO
550022055;INTERCÂMBIO
550022077;INTERCÂMBIO
550022088;INTERCÂMBIO
550022121;INTERCÂMBIO
550022187;INTERCÂMBIO
550023925;INTERCÂMBIO
550024453;INTERCÂMBIO
550025091;INTERCÂMBIO
27775;HOSPITAIS
27918;LABORATORIOS
28380;LABORATORIOS
28831;CLINICAS
550025267;INTERCÂMBIO
550025300;INTERCÂMBIO
550025333;INTERCÂMBIO
550025366;INTERCÂMBIO
550025388;INTERCÂMBIO
550021978;INTERCÂMBIO
550022154;INTERCÂMBIO
550022968;INTERCÂMBIO
550022979;INTERCÂMBIO
550023749;INTERCÂMBIO
550023782;INTERCÂMBIO
550023793;INTERCÂMBIO
550023804;INTERCÂMBIO
550023848;INTERCÂMBIO
550023870;INTERCÂMBIO
550024222;INTERCÂMBIO
550025102;INTERCÂMBIO
550025135;INTERCÂMBIO
550025168;INTERCÂMBIO
550025190;INTERCÂMBIO
550025223;INTERCÂMBIO
550025432;INTERCÂMBIO
550025454;INTERCÂMBIO
550025498;INTERCÂMBIO
550025520;INTERCÂMBIO
550025553;INTERCÂMBIO
550025586;INTERCÂMBIO
550025619;INTERCÂMBIO
550025641;INTERCÂMBIO
550025674;INTERCÂMBIO
550118954;INTERCÂMBIO
550119119;INTERCÂMBIO
550119141;INTERCÂMBIO
550119680;INTERCÂMBIO
550119691;INTERCÂMBIO
550119702;INTERCÂMBIO
550119713;INTERCÂMBIO
550022220;INTERCÂMBIO
550022231;INTERCÂMBIO
550022242;INTERCÂMBIO
550024255;INTERCÂMBIO
550024288;INTERCÂMBIO
550024321;INTERCÂMBIO
550024354;INTERCÂMBIO
550024365;INTERCÂMBIO
550024387;INTERCÂMBIO
550025707;INTERCÂMBIO
550025718;INTERCÂMBIO
550025751;INTERCÂMBIO
550025784;INTERCÂMBIO
550025817;INTERCÂMBIO
550025850;INTERCÂMBIO
550025883;INTERCÂMBIO
550025916;INTERCÂMBIO
550025938;INTERCÂMBIO
550025971;INTERCÂMBIO
550026004;INTERCÂMBIO
550026037;INTERCÂMBIO
550026059;INTERCÂMBIO
550026092;INTERCÂMBIO
550026136;INTERCÂMBIO
550026169;INTERCÂMBIO
550021967;INTERCÂMBIO
95326;NÃO-COOPERADOS
550022275;INTERCÂMBIO
550022341;INTERCÂMBIO
550022363;INTERCÂMBIO
550022858;INTERCÂMBIO
550022869;INTERCÂMBIO
550022891;INTERCÂMBIO
550022946;INTERCÂMBIO
550023221;INTERCÂMBIO
550023254;INTERCÂMBIO
550023287;INTERCÂMBIO
550023309;INTERCÂMBIO
550023342;INTERCÂMBIO
550023375;INTERCÂMBIO
550023408;INTERCÂMBIO
550023430;INTERCÂMBIO
550023463;INTERCÂMBIO
550023496;INTERCÂMBIO
550023947;INTERCÂMBIO
550024035;INTERCÂMBIO
550024068;INTERCÂMBIO
550025069;INTERCÂMBIO
550025245;INTERCÂMBIO
550021769;INTERCÂMBIO
550021802;INTERCÂMBIO
550021835;INTERCÂMBIO
550021857;INTERCÂMBIO
550022374;INTERCÂMBIO
550022407;INTERCÂMBIO
550022440;INTERCÂMBIO
550022462;INTERCÂMBIO
550022506;INTERCÂMBIO
550022539;INTERCÂMBIO
550022660;INTERCÂMBIO
550022671;INTERCÂMBIO
550022726;INTERCÂMBIO
550022759;INTERCÂMBIO
550022836;INTERCÂMBIO
550022990;INTERCÂMBIO
550023001;INTERCÂMBIO
550023012;INTERCÂMBIO
550023034;INTERCÂMBIO
550023045;INTERCÂMBIO
550023111;INTERCÂMBIO
550023144;INTERCÂMBIO
550023155;INTERCÂMBIO
550023188;INTERCÂMBIO
550023969;INTERCÂMBIO
66011;CLINICA-TERAPIAS
66022;CLINICA-TERAPIAS
550023683;INTERCÂMBIO
550023694;INTERCÂMBIO
550023705;INTERCÂMBIO
550023991;INTERCÂMBIO
550024013;INTERCÂMBIO
550024497;INTERCÂMBIO
550024530;INTERCÂMBIO
550024552;INTERCÂMBIO
550024585;INTERCÂMBIO
550024618;INTERCÂMBIO
550024651;INTERCÂMBIO
550024673;INTERCÂMBIO
550024706;INTERCÂMBIO
550024739;INTERCÂMBIO
550024772;INTERCÂMBIO
550024805;INTERCÂMBIO
550024827;INTERCÂMBIO
550024860;INTERCÂMBIO
550024893;INTERCÂMBIO
550024926;INTERCÂMBIO
550024948;INTERCÂMBIO
550024981;INTERCÂMBIO
550068596;INTERCÂMBIO
550022198;INTERCÂMBIO
550022209;INTERCÂMBIO
550022550;INTERCÂMBIO
550022583;INTERCÂMBIO
550022616;INTERCÂMBIO
550022638;INTERCÂMBIO
550022935;INTERCÂMBIO
550023056;INTERCÂMBIO
550023089;INTERCÂMBIO
550023529;INTERCÂMBIO
550023551;INTERCÂMBIO
550023584;INTERCÂMBIO
550023617;INTERCÂMBIO
550023650;INTERCÂMBIO
95348;NÃO-COOPERADOS
550024090;INTERCÂMBIO
550024101;INTERCÂMBIO
550024134;INTERCÂMBIO
550024167;INTERCÂMBIO
550024992;INTERCÂMBIO
550025014;INTERCÂMBIO
550025036;INTERCÂMBIO
550025047;INTERCÂMBIO
27610;CLINICAS
30074;LABORATORIOS
29436;COOPERADO
29678;COOPERADO
29700;COOPERADO
29755;COOPERADO
550028237;INTERCÂMBIO
550028248;INTERCÂMBIO
550028259;INTERCÂMBIO
550028281;INTERCÂMBIO
550028303;INTERCÂMBIO
550028314;INTERCÂMBIO
550028347;INTERCÂMBIO
550028380;INTERCÂMBIO
550028413;INTERCÂMBIO
95370;NÃO-COOPERADOS
550028435;INTERCÂMBIO
550028468;INTERCÂMBIO
550028501;INTERCÂMBIO
66033;CLINICA-TERAPIAS
66044;CLINICA-TERAPIAS
550028534;INTERCÂMBIO
550028545;INTERCÂMBIO
550028556;INTERCÂMBIO
550028578;INTERCÂMBIO
550028611;INTERCÂMBIO
550028644;INTERCÂMBIO
550028677;INTERCÂMBIO
550028688;INTERCÂMBIO
550028710;INTERCÂMBIO
550028743;INTERCÂMBIO
550028776;INTERCÂMBIO
550028809;INTERCÂMBIO
550028831;INTERCÂMBIO
550028853;INTERCÂMBIO
550028875;INTERCÂMBIO
550028908;INTERCÂMBIO
550028941;INTERCÂMBIO
550028963;INTERCÂMBIO
550028996;INTERCÂMBIO
550029029;INTERCÂMBIO
28600;CLINICAS
550029073;INTERCÂMBIO
550029106;INTERCÂMBIO
550029139;INTERCÂMBIO
550029172;INTERCÂMBIO
550029194;INTERCÂMBIO
550029216;INTERCÂMBIO
550029238;INTERCÂMBIO
550029271;INTERCÂMBIO
550029304;INTERCÂMBIO
550029326;INTERCÂMBIO
550029359;INTERCÂMBIO
550029392;INTERCÂMBIO
550029425;INTERCÂMBIO
550029447;INTERCÂMBIO
550029458;INTERCÂMBIO
550029491;INTERCÂMBIO
550029524;INTERCÂMBIO
550029557;INTERCÂMBIO
550029579;INTERCÂMBIO
550029590;INTERCÂMBIO
550029601;INTERCÂMBIO
550029634;INTERCÂMBIO
550029689;INTERCÂMBIO
550029700;INTERCÂMBIO
550029733;INTERCÂMBIO
550028138;INTERCÂMBIO
550028116;INTERCÂMBIO
550028127;INTERCÂMBIO
550028149;INTERCÂMBIO
550028171;INTERCÂMBIO
550028204;INTERCÂMBIO
22198;COOPERADO
22275;COOPERADO
22319;COOPERADO
22517;COOPERADO
22627;COOPERADO
22759;COOPERADO
550082676;INTERCÂMBIO
22924;COOPERADO
550082687;INTERCÂMBIO
550082698;INTERCÂMBIO
550103114;INTERCÂMBIO
550103301;INTERCÂMBIO
550103312;INTERCÂMBIO
550103323;INTERCÂMBIO
550103334;INTERCÂMBIO
550103345;INTERCÂMBIO
550103895;INTERCÂMBIO
550117271;INTERCÂMBIO
23419;COOPERADO
23518;COOPERADO
23551;COOPERADO
23562;COOPERADO
23573;COOPERADO
23749;COOPERADO
23925;COOPERADO
24123;COOPERADO
24145;COOPERADO
24167;COOPERADO
28743;COOPERADO
550117282;INTERCÂMBIO
550117557;INTERCÂMBIO
550026202;INTERCÂMBIO
550026246;INTERCÂMBIO
550026268;INTERCÂMBIO
550026290;INTERCÂMBIO
550026312;INTERCÂMBIO
550026389;INTERCÂMBIO
550026400;INTERCÂMBIO
550026411;INTERCÂMBIO
550026433;INTERCÂMBIO
550026444;INTERCÂMBIO
550026466;INTERCÂMBIO
550026488;INTERCÂMBIO
550026499;INTERCÂMBIO
550026587;INTERCÂMBIO
550026598;INTERCÂMBIO
550026620;INTERCÂMBIO
550026653;INTERCÂMBIO
550026686;INTERCÂMBIO
550026697;INTERCÂMBIO
550026730;INTERCÂMBIO
550026741;INTERCÂMBIO
550026796;INTERCÂMBIO
550026818;INTERCÂMBIO
550026829;INTERCÂMBIO
550026851;INTERCÂMBIO
550064339;INTERCÂMBIO
550064350;INTERCÂMBIO
550064361;INTERCÂMBIO
550064372;INTERCÂMBIO
550064383;INTERCÂMBIO
550064394;INTERCÂMBIO
550070466;INTERCÂMBIO
550070477;INTERCÂMBIO
550070488;INTERCÂMBIO
550070499;INTERCÂMBIO
550070510;INTERCÂMBIO
550070521;INTERCÂMBIO
550070532;INTERCÂMBIO
550070543;INTERCÂMBIO
550082203;INTERCÂMBIO
550026906;INTERCÂMBIO
550026950;INTERCÂMBIO
550027016;INTERCÂMBIO
550027027;INTERCÂMBIO
550027038;INTERCÂMBIO
550027049;INTERCÂMBIO
550027060;INTERCÂMBIO
550027071;INTERCÂMBIO
550027082;INTERCÂMBIO
550027137;INTERCÂMBIO
550027148;INTERCÂMBIO
550027258;INTERCÂMBIO
550027269;INTERCÂMBIO
550027280;INTERCÂMBIO
550027313;INTERCÂMBIO
550027335;INTERCÂMBIO
550027390;INTERCÂMBIO
550027401;INTERCÂMBIO
550027467;INTERCÂMBIO
550027478;INTERCÂMBIO
550027489;INTERCÂMBIO
550027500;INTERCÂMBIO
550027522;INTERCÂMBIO
550027544;INTERCÂMBIO
550027555;INTERCÂMBIO
550069883;INTERCÂMBIO
550069894;INTERCÂMBIO
550069927;INTERCÂMBIO
550069938;INTERCÂMBIO
550069949;INTERCÂMBIO
550069960;INTERCÂMBIO
550069971;INTERCÂMBIO
550069982;INTERCÂMBIO
550027566;INTERCÂMBIO
550027676;INTERCÂMBIO
550027687;INTERCÂMBIO
550027709;INTERCÂMBIO
550027731;INTERCÂMBIO
550027742;INTERCÂMBIO
550027786;INTERCÂMBIO
550027797;INTERCÂMBIO
550027819;INTERCÂMBIO
550027830;INTERCÂMBIO
550027852;INTERCÂMBIO
550027885;INTERCÂMBIO
550027896;INTERCÂMBIO
550027907;INTERCÂMBIO
550027929;INTERCÂMBIO
550027951;INTERCÂMBIO
550027995;INTERCÂMBIO
550028006;INTERCÂMBIO
550028017;INTERCÂMBIO
550028072;INTERCÂMBIO
550028105;INTERCÂMBIO
28787;COOPERADO
29073;COOPERADO
550063976;INTERCÂMBIO
550064262;INTERCÂMBIO
550087736;INTERCÂMBIO
550087769;INTERCÂMBIO
550087780;INTERCÂMBIO
550087846;INTERCÂMBIO
550029788;INTERCÂMBIO
550029810;INTERCÂMBIO
550029843;INTERCÂMBIO
550029876;INTERCÂMBIO
550029909;INTERCÂMBIO
550029931;INTERCÂMBIO
550029964;INTERCÂMBIO
550030030;INTERCÂMBIO
550030041;INTERCÂMBIO
550030074;INTERCÂMBIO
550030085;INTERCÂMBIO
550030107;INTERCÂMBIO
550030140;INTERCÂMBIO
550031592;INTERCÂMBIO
550031636;INTERCÂMBIO
550031647;INTERCÂMBIO
550031680;INTERCÂMBIO
550031713;INTERCÂMBIO
550034111;INTERCÂMBIO
550034133;INTERCÂMBIO
550034155;INTERCÂMBIO
550034166;INTERCÂMBIO
550034188;INTERCÂMBIO
550034210;INTERCÂMBIO
550034221;INTERCÂMBIO
550030162;INTERCÂMBIO
29194;COOPERADO
550030228;INTERCÂMBIO
550030261;INTERCÂMBIO
550030272;INTERCÂMBIO
550030294;INTERCÂMBIO
550030305;INTERCÂMBIO
550030360;INTERCÂMBIO
550030404;INTERCÂMBIO
550030415;INTERCÂMBIO
550030426;INTERCÂMBIO
550030437;INTERCÂMBIO
550030470;INTERCÂMBIO
550030481;INTERCÂMBIO
550030492;INTERCÂMBIO
550030547;INTERCÂMBIO
550030558;INTERCÂMBIO
550030613;INTERCÂMBIO
550030646;INTERCÂMBIO
550030657;INTERCÂMBIO
550030668;INTERCÂMBIO
550030701;INTERCÂMBIO
550030712;INTERCÂMBIO
550030756;INTERCÂMBIO
550081730;INTERCÂMBIO
550081741;INTERCÂMBIO
550081752;INTERCÂMBIO
550081763;INTERCÂMBIO
550081774;INTERCÂMBIO
550081785;INTERCÂMBIO
550081796;INTERCÂMBIO
550029766;INTERCÂMBIO
550030811;INTERCÂMBIO
550030822;INTERCÂMBIO
550030844;INTERCÂMBIO
550030899;INTERCÂMBIO
550030921;INTERCÂMBIO
550030943;INTERCÂMBIO
550030954;INTERCÂMBIO
550031009;INTERCÂMBIO
550031020;INTERCÂMBIO
550031031;INTERCÂMBIO
550031053;INTERCÂMBIO
550031064;INTERCÂMBIO
550031097;INTERCÂMBIO
550031152;INTERCÂMBIO
550031163;INTERCÂMBIO
550031174;INTERCÂMBIO
550031196;INTERCÂMBIO
550031229;INTERCÂMBIO
95260;NÃO-COOPERADOS
95249;NÃO-COOPERADOS
95238;NÃO-COOPERADOS
550032076;INTERCÂMBIO
550084018;INTERCÂMBIO
550084029;INTERCÂMBIO
550084040;INTERCÂMBIO
550084051;INTERCÂMBIO
550084062;INTERCÂMBIO
550084073;INTERCÂMBIO
550031328;INTERCÂMBIO
550031339;INTERCÂMBIO
550031361;INTERCÂMBIO
550031394;INTERCÂMBIO
550031878;INTERCÂMBIO
550031911;INTERCÂMBIO
550031944;INTERCÂMBIO
550031966;INTERCÂMBIO
550031999;INTERCÂMBIO
550032032;INTERCÂMBIO
550032098;INTERCÂMBIO
550032109;INTERCÂMBIO
550032131;INTERCÂMBIO
550032186;INTERCÂMBIO
550032219;INTERCÂMBIO
550032252;INTERCÂMBIO
550032274;INTERCÂMBIO
550032307;INTERCÂMBIO
550032406;INTERCÂMBIO
550032428;INTERCÂMBIO
550032439;INTERCÂMBIO
550032461;INTERCÂMBIO
550032483;INTERCÂMBIO
550032527;INTERCÂMBIO
550032648;INTERCÂMBIO
550030195;INTERCÂMBIO
33000;NÃO-CREDENCIADO
550032945;INTERCÂMBIO
550032978;INTERCÂMBIO
550033011;INTERCÂMBIO
550033055;INTERCÂMBIO
550033088;INTERCÂMBIO
550033132;INTERCÂMBIO
550033165;INTERCÂMBIO
550033198;INTERCÂMBIO
550033242;INTERCÂMBIO
550033253;INTERCÂMBIO
550033264;INTERCÂMBIO
550033275;INTERCÂMBIO
550033297;INTERCÂMBIO
550033319;INTERCÂMBIO
550033341;INTERCÂMBIO
550033352;INTERCÂMBIO
550033374;INTERCÂMBIO
550033385;INTERCÂMBIO
550033396;INTERCÂMBIO
550033407;INTERCÂMBIO
550033451;INTERCÂMBIO
550033495;INTERCÂMBIO
550033550;INTERCÂMBIO
550081807;INTERCÂMBIO
550081818;INTERCÂMBIO
550081829;INTERCÂMBIO
550082192;INTERCÂMBIO
550082225;INTERCÂMBIO
550082236;INTERCÂMBIO
550082247;INTERCÂMBIO
95381;NÃO-CREDENCIADO
550031735;INTERCÂMBIO
550031757;INTERCÂMBIO
550031790;INTERCÂMBIO
550031823;INTERCÂMBIO
550031867;INTERCÂMBIO
550032340;INTERCÂMBIO
550032373;INTERCÂMBIO
550033099;INTERCÂMBIO
550033561;INTERCÂMBIO
550033583;INTERCÂMBIO
550033616;INTERCÂMBIO
550033627;INTERCÂMBIO
550033638;INTERCÂMBIO
550033660;INTERCÂMBIO
550033682;INTERCÂMBIO
550033693;INTERCÂMBIO
550033737;INTERCÂMBIO
550033759;INTERCÂMBIO
550033770;INTERCÂMBIO
550033781;INTERCÂMBIO
550033792;INTERCÂMBIO
550033825;INTERCÂMBIO
550033869;INTERCÂMBIO
550033913;INTERCÂMBIO
550109351;INTERCÂMBIO
550109362;INTERCÂMBIO
550109373;INTERCÂMBIO
550109384;INTERCÂMBIO
550109395;INTERCÂMBIO
550109406;INTERCÂMBIO
